1.000000000000000056e-01,3.624785197429045841e-02,1.740328076540755041e-03,1.995726226772012613e+00,-9.119781946853358634e-02,4.912400888368042562e-01,9.363298457295146648e-02,9.718416049100396803e-01,2.316658279406237919e-01,1.995726226772012390e+00
1.001900000000000013e-01,3.620416184399616322e-02,1.747210960727638195e-03,1.955801265610840112e+00,-9.613244429562703419e-02,9.880693481304214654e-01,1.710630210472572355e-01,1.916022575242888992e+00,4.295507946328037119e-01,1.957666096766938812e+00
1.003800000000000109e-01,3.616509766084999994e-02,1.754085959933209156e-03,1.885825359541525525e+00,-1.004376392499007203e-01,1.046237105191466954e+00,1.762497555438565788e-01,1.955318355698186128e+00,4.374578435586803371e-01,1.880846736185840529e+00
1.005700000000000066e-01,3.613095461015657789e-02,1.760954010504759294e-03,1.812008266921412813e+00,-9.957640540281943731e-02,1.052789373028962583e+00,1.766859992294489146e-01,1.890069290567217397e+00,4.249894726655438770e-01,1.791566949025657385e+00
1.007600000000000023e-01,3.610121466682557345e-02,1.767816001695932202e-03,1.737783188470068962e+00,-9.323378856765568434e-02,1.053298848862548098e+00,1.769910992258128535e-01,1.813903481264635742e+00,4.057751989168613127e-01,1.693291356742622655e+00
1.009500000000000119e-01,3.607525368137767807e-02,1.774672711464400773e-03,1.663898467423247318e+00,-8.142060820412454214e-02,1.053103205222132299e+00,1.773220620994802044e-01,1.737819139063466078e+00,3.807902108385540219e-01,1.586864638772124136e+00
1.011400000000000077e-01,3.605241897477746982e-02,1.781524796128411284e-03,1.590784825808037928e+00,-6.418784541036874625e-02,1.052823906216884486e+00,1.776527206856679808e-01,1.663413148885661608e+00,3.501857504668642873e-01,1.472866102636024355e+00
1.013300000000000034e-01,3.603204062956333331e-02,1.788372786229735492e-03,1.518831284926170921e+00,-4.161290905733849160e-02,1.052532444153464919e+00,1.779749943961411451e-01,1.591213147323803589e+00,3.141129263018754281e-01,1.351881766156946885e+00
1.015199999999999991e-01,3.601343599677332696e-02,1.795217083853047979e-03,1.448415654083551551e+00,-1.379990551485828047e-02,1.052236525252063792e+00,1.782875281626050967e-01,1.521615503930449975e+00,2.727552113463405092e-01,1.224533422687093198e+00
1.017100000000000087e-01,3.599591353749967415e-02,1.802057960453306868e-03,1.379906381304403240e+00,1.912057222741164741e-02,1.051936508946791360e+00,1.785903167016221760e-01,1.454988650472363476e+00,2.263242896577744023e-01,1.091479185419744979e+00
