0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01
1.000000000000000021e-03,9.946558317073593614e+00,9.945408856848994006e+00
2.000000000000000042e-03,9.707494399613816327e+00,9.697435259441915534e+00
3.000000000000000062e-03,8.855766222535615739e+00,8.817992725185561653e+00
4.000000000000000083e-03,6.867362918051362897e+00,6.770176834343759609e+00
5.000000000000000104e-03,3.353418480534537505e+00,3.158601953436471099e+00
6.000000000000000125e-03,-1.720173208946255361e+00,-2.038594889607904026e+00
7.000000000000000146e-03,-7.896915926843331768e+00,-8.323869221381622552e+00
8.000000000000000167e-03,-1.422898143050157316e+01,-1.467959787926147364e+01
9.000000000000001055e-03,-1.942789921043716461e+01,-1.973423011596045740e+01
1.000000000000000021e-02,-2.214165892246537837e+01,-2.206981429548416074e+01
1.099999999999999936e-02,-2.129629550878237865e+01,-2.060137429859730318e+01
1.200000000000000025e-02,-1.641733443739598641e+01,-1.493012211025428293e+01
1.300000000000000114e-02,-7.844513237270981598e+00,-5.568790053650940486e+00
1.400000000000000029e-02,3.226586435793121765e+00,6.038550895749803082e+00
1.499999999999999944e-02,1.490405262304381395e+01,1.773237623375768734e+01
1.600000000000000033e-02,2.494070145532906579e+01,2.705979189924797623e+01
1.700000000000000122e-02,3.119143055064930437e+01,3.181654504345073065e+01
1.800000000000000211e-02,3.208923012061101332e+01,3.058420170695631057e+01
1.899999999999999953e-02,2.703148744876856213e+01,2.312890541350735774e+01
2.000000000000000042e-02,1.658260614024010593e+01,1.055310701047763189e+01
2.100000000000000130e-02,2.436014077962369573e+00,-4.854136139377073000e+00
2.199999999999999872e-02,-1.286953043111110340e+01,-2.005170509199725259e+01
2.299999999999999961e-02,-2.642937920194272650e+01,-3.187881540721897267e+01
2.400000000000000050e-02,-3.555257030994557965e+01,-3.774632206540155011e+01
2.500000000000000139e-02,-3.832036371726229618e+01,-3.622823048321700412e+01
2.600000000000000228e-02,-3.400336809544334926e+01,-2.741304312169158308e+01
2.699999999999999969e-02,-2.324442510827925545e+01,-1.292737916948073362e+01
2.800000000000000058e-02,-7.962960391988090691e+00,4.380773415344553001e+00
2.900000000000000147e-02,9.004468171323280146e+00,2.103281905608387348e+01
2.999999999999999889e-02,2.445616629138384823e+01,3.365407282572949299e+01
3.099999999999999978e-02,3.545702684317968334e+01,3.968841937912251439e+01
3.200000000000000067e-02,3.991974159936086863e+01,3.793454397283279889e+01
3.300000000000000155e-02,3.701577117229610536e+01,2.878702820935699336e+01
3.400000000000000244e-02,2.733239152475957923e+01,1.413377000938843508e+01
3.500000000000000333e-02,1.274572183758353106e+01,-3.060965116770044681e+00
3.600000000000000422e-02,-3.961001194387994140e+00,-1.938951507455361423e+01
3.699999999999999817e-02,-1.965236483503811016e+01,-3.170700758842053446e+01
3.799999999999999906e-02,-3.145330462526025528e+01,-3.775739945079321558e+01
3.899999999999999994e-02,-3.729455698445311640e+01,-3.659026286384039395e+01
4.000000000000000083e-02,-3.628371546203891285e+01,-2.869097471377325803e+01
4.100000000000000172e-02,-2.883376973467076354e+01,-1.581291322555383161e+01
4.200000000000000261e-02,-1.653300466014026782e+01,-5.646084995507342219e-01
4.300000000000000350e-02,-1.793398285313504870e+00,1.414683035389101207e+01
4.399999999999999745e-02,1.264217511506811675e+01,2.569192107628094490e+01
4.499999999999999833e-02,2.422924737877160695e+01,3.219642356806126315e+01
4.599999999999999922e-02,3.108149651364484711e+01,3.283289267284893498e+01
4.700000000000000011e-02,3.227550992169530275e+01,2.788527727151084790e+01
4.800000000000000100e-02,2.795214440443340109e+01,1.859631951387354576e+01
4.900000000000000189e-02,1.921047101791098299e+01,6.850730155553971912e+00
5.000000000000000278e-02,7.832171207145632863e+00,-5.225677249341811326e+00
5.100000000000000366e-02,-4.095142256463748964e+00,-1.566355941380126637e+01
5.200000000000000455e-02,-1.457350466841393377e+01,-2.296897867062095600e+01
5.299999999999999850e-02,-2.203158667538340865e+01,-2.631441673687394101e+01
5.399999999999999939e-02,-2.554594979424873813e+01,-2.558517383203441398e+01
5.500000000000000028e-02,-2.491947956840430223e+01,-2.129560837560277164e+01
5.600000000000000117e-02,-2.062204574884088615e+01,-1.441285792434119628e+01
5.700000000000000205e-02,-1.362532700651185991e+01,-6.137125693944712523e+00
5.800000000000000294e-02,-5.179990259522823770e+00,2.313243757603260953e+00
5.900000000000000383e-02,3.413291807122487587e+00,9.874536947110780005e+00
5.999999999999999778e-02,1.099615303062157778e+01,1.574758729223426990e+01
6.099999999999999867e-02,1.668214681472419159e+01,1.944175428261689476e+01
6.199999999999999956e-02,1.991722381202997383e+01,2.076425543776206695e+01
6.300000000000000044e-02,2.048159874363718558e+01,1.977453597923345541e+01
6.400000000000000133e-02,1.845379451595464815e+01,1.672497719245353665e+01
6.500000000000000222e-02,1.415946744375882815e+01,1.200506867900423558e+01
6.600000000000000311e-02,8.121830874515744370e+00,6.098456497477107163e+00
6.700000000000000400e-02,1.020110896276912094e+00,-4.462056598950886466e-01
6.800000000000000488e-02,-6.348354073179705459e+00,-7.036418574849747642e+00
6.900000000000000577e-02,-1.311398709288356379e+01,-1.305815863134623811e+01
7.000000000000000666e-02,-1.840137020957238789e+01,-1.790788533713378072e+01
7.100000000000000755e-02,-2.142277129754637244e+01,-2.103878063852175728e+01
7.200000000000000844e-02,-2.159429665301199108e+01,-2.201983399108265615e+01
7.299999999999999545e-02,-1.865741577386412686e+01,-2.060030624057706916e+01
7.399999999999999634e-02,-1.277853481856975293e+01,-1.676758274646790525e+01
7.499999999999999722e-02,-4.595764396324705459e+00,-1.078468688349720317e+01
7.599999999999999811e-02,4.812736601755942978e+00,-3.195275323254350930e+00
7.699999999999999900e-02,1.405060873142064715e+01,5.211480254874399698e+00
7.799999999999999989e-02,2.160729004059790270e+01,1.347700752972054339e+01
7.900000000000000078e-02,2.611495781798008764e+01,2.058380034050088980e+01
8.000000000000000167e-02,2.661212088323592795e+01,2.558670295171124209e+01
8.100000000000000255e-02,2.275944215778601176e+01,2.774653074815716280e+01
8.200000000000000344e-02,1.495721375663308450e+01,2.664550161377363224e+01
8.300000000000000433e-02,4.329962847122607705e+00,2.226527320716717995e+01
8.400000000000000522e-02,-7.430822366382064281e+00,1.501298245913978491e+01
8.500000000000000611e-02,-1.834514231520039829e+01,5.687949032841414621e+00
8.600000000000000699e-02,-2.649608129084293751e+01,-4.609425690822406274e+00
8.700000000000000788e-02,-3.038798834570886243e+01,-1.461592023635352611e+01
8.799999999999999489e-02,-2.923963107903031755e+01,-2.307238793760694406e+01
8.899999999999999578e-02,-2.315091212667524090e+01,-2.889546230375890801e+01
8.999999999999999667e-02,-1.310555193554752940e+01,-3.132855800915212541e+01
9.099999999999999756e-02,-8.047786219828821919e-01,-3.004903456538148632e+01
9.199999999999999845e-02,1.163838323470649883e+01,-2.521463940581989505e+01
9.299999999999999933e-02,2.208565783800847271e+01,-1.744156327939512252e+01
9.400000000000000022e-02,2.876530416635193532e+01,-7.717138633059703601e+00
9.500000000000000111e-02,3.059226547930567364e+01,2.739430431387890774e+00
9.600000000000000200e-02,2.735460163079834928e+01,1.264672707919242711e+01
9.700000000000000289e-02,1.973179318847391528e+01,2.083503476811842958e+01
9.800000000000000377e-02,9.145021934463109403e+00,2.639825837493894056e+01
9.900000000000000466e-02,-2.526586979067385386e+00,2.880191137593503115e+01
1.000000000000000056e-01,-1.330377385081705732e+01,2.793308234347844632e+01
1.010000000000000064e-01,-2.146627882644238383e+01,2.408818447577674249e+01
1.020000000000000073e-01,-2.584345458448611410e+01,1.790437001089056324e+01
1.030000000000000082e-01,-2.598385773322877412e+01,1.024896478570134661e+01
1.040000000000000091e-01,-2.217883435005024140e+01,2.086763786076456295e+00
1.049999999999999961e-01,-1.534639901020327812e+01,-5.653199502547805899e+00
1.059999999999999970e-01,-6.809775553221007804e+00,-1.219172145414721165e+01
1.069999999999999979e-01,1.976140089473570116e+00,-1.697958406774292328e+01
1.079999999999999988e-01,9.691038771655319906e+00,-1.973585879391728426e+01
1.089999999999999997e-01,1.535606351968575645e+01,-2.044377553149969984e+01
1.100000000000000006e-01,1.844721345479739938e+01,-1.931022790199966011e+01
1.110000000000000014e-01,1.890519607248966238e+01,-1.669996892509405129e+01
1.120000000000000023e-01,1.705557849717504482e+01,-1.305828441667194539e+01
1.130000000000000032e-01,1.347139713292383867e+01,-8.836239699747610032e+00
1.140000000000000041e-01,8.819156933602709358e+00,-4.430657714385254131e+00
1.150000000000000050e-01,3.727034199434328787e+00,-1.472564981882564239e-01
1.160000000000000059e-01,-1.297504397589215319e+00,3.809508178056390193e+00
1.170000000000000068e-01,-5.890849211198154300e+00,7.321624698629729977e+00
1.180000000000000077e-01,-9.805582180456173802e+00,1.032431876112950420e+01
1.190000000000000085e-01,-1.285458882986318052e+01,1.276469017626507885e+01
1.199999999999999956e-01,-1.485601714789257777e+01,1.456417726461363671e+01
