0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.985389835939395553e+00,9.979427648705756937e+00,-1.858216696552798863e+00,9.961542210958956645e+00,9.980522551372489559e+00,-1.852326938919172772e+00,-2.349297998080353798e-03
2.000000000000000042e-03,9.775311141193473219e+00,1.002871789237797628e+01,-3.554353813756001124e+00,9.733662809426290252e+00,1.003705069129796890e+01,-3.530754454586011448e+00,-3.914333948357145293e-03
3.000000000000000062e-03,8.935758594043942793e+00,1.029428052019327566e+01,-5.019202116356388466e+00,8.886632845118928259e+00,1.032060200883229761e+01,-4.964854024898812668e+00,-4.289442618945523387e-03
4.000000000000000083e-03,6.939922397853435676e+00,1.089961713058326787e+01,-6.321610973306967196e+00,6.895361447035684321e+00,1.095816708891329405e+01,-6.219565333895676673e+00,-3.536534181017006537e-03
5.000000000000000104e-03,3.400942519168967504e+00,1.184821888697688408e+01,-7.603436555100421934e+00,3.371756614877493785e+00,1.195744337350704534e+01,-7.430483578511266174e+00,-2.073144167118759658e-03
6.000000000000000125e-03,-1.709013024067056463e+00,1.301216633052321292e+01,-8.962862298098730918e+00,-1.715866776279084904e+00,1.319607149280309244e+01,-8.689825679765455391e+00,-4.337736422376544244e-04
7.000000000000000146e-03,-7.924476519559290111e+00,1.421524651545790974e+01,-1.037105825085338218e+01,-7.907550725225751087e+00,1.450236707781665402e+01,-9.965612468789455392e+00,9.618914898177066686e-04
8.000000000000000167e-03,-1.428816335718107666e+01,1.535039370925083091e+01,-1.168320592946038516e+01,-1.425181800584071645e+01,1.576885490102619691e+01,-1.111193515682880140e+01,1.884084723982949608e-03
9.000000000000001055e-03,-1.950397017898583840e+01,1.644581241908646874e+01,-1.273609303557472749e+01,-1.945725282647444132e+01,1.701698690359701871e+01,-1.196223092309295488e+01,2.245941397222971526e-03
1.000000000000000021e-02,-2.221591904951630525e+01,1.763137752986028772e+01,-1.346088083388247192e+01,-2.217031373653188098e+01,1.836728223333403065e+01,-1.243799540864599962e+01,2.055919294752928898e-03
1.099999999999999936e-02,-2.135067202659580587e+01,1.903001868171636701e+01,-1.392813517271243207e+01,-2.131727773357267353e+01,1.993745782277639833e+01,-1.259493294864388169e+01,1.416062138965985904e-03
1.200000000000000025e-02,-1.643877829237150934e+01,2.065417733576355275e+01,-1.429176053824059878e+01,-1.642560883162415308e+01,2.174257227069112020e+01,-1.257418036109525694e+01,5.243305036349017300e-04
1.300000000000000114e-02,-7.828128107205976960e+00,2.238397989533053689e+01,-1.467299633453385965e+01,-7.838190493673473647e+00,2.366903760237532239e+01,-1.249464030555297001e+01,-3.759599479160164424e-04
1.400000000000000029e-02,3.276432479283352350e+00,2.404355335123556614e+01,-1.507013104220196631e+01,3.245820748336058603e+00,2.554065002075137514e+01,-1.236432383514533662e+01,-1.078786869768557505e-03
1.499999999999999944e-02,1.497488343336067018e+01,2.551916442924096984e+01,-1.536079372579145286e+01,1.493138427830925963e+01,2.722859577595779257e+01,-1.207415873352860558e+01,-1.460409080141740652e-03
1.600000000000000033e-02,2.501505280151236121e+01,2.683159631242092047e+01,-1.539509018926204931e+01,2.496939149294794547e+01,2.872631761871206280e+01,-1.147789347733744236e+01,-1.476064162604878152e-03
1.700000000000000122e-02,3.125115454936332071e+01,2.810898528117376927e+01,-1.511021446563484538e+01,3.121447617207288872e+01,3.013612320080945040e+01,-1.049989110230952249e+01,-1.149327363459162407e-03
1.800000000000000211e-02,3.211992279802092298e+01,2.948042531770450481e+01,-1.458098164044793421e+01,3.210107322535764496e+01,3.157826065388514181e+01,-9.193147262342861836e+00,-5.731232053355252024e-04
1.899999999999999953e-02,2.702596046897118853e+01,3.096986391585731013e+01,-1.396842396506283457e+01,2.702935435398723740e+01,3.308869760365831780e+01,-7.706324021744653585e+00,9.989581793343688739e-05
2.000000000000000042e-02,1.654256637806267349e+01,3.246971016744947036e+01,-1.340481115359490971e+01,1.656715552384773105e+01,3.457927230699428378e+01,-6.184251542462700257e+00,6.999885853256563456e-04
2.100000000000000130e-02,2.371559339190495663e+00,3.381391699754914981e+01,-1.290116181770803649e+01,2.411142451041303314e+00,3.588838817489415334e+01,-4.673815697259439794e+00,1.093714489838193849e-03
2.199999999999999872e-02,-1.294245515066723407e+01,3.489562563054758471e+01,-1.234651303944274403e+01,-1.289767023467783424e+01,3.688516333619036658e+01,-3.102547025109711587e+00,1.209899009654595873e-03
