0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.979649598100067465e+01,-9.422078904889145790e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000042e-03,9.775311141556036532e+00,9.707494399615365310e+00,1.061587898963560406e+01,-3.396392497588011095e-01,-6.388236151418213299e-03,5.741223264176582575e+01,-1.097282872672293230e+01,1.000944594404953136e+01,-3.536647934943063287e+00
4.000000000000000083e-03,6.939922402584920214e+00,6.867362918049826348e+00,1.258456395163604746e+01,-5.237263548329478269e-01,-5.765752775697946704e-03,7.049703224814300029e+01,-1.410957248953879350e+01,1.089774922445527672e+01,-6.293672353539060182e+00
6.000000000000000125e-03,-1.709013002511278856e+00,-1.720173208942949339e+00,1.580070811007203346e+01,-6.029025225368246366e-01,-7.063105244350726579e-04,8.828166045713778942e+01,-1.746539571624371590e+01,1.301493666498233281e+01,-8.959564743121992691e+00
8.000000000000000167e-03,-1.428816331864078215e+01,-1.422898143049565434e+01,1.927405926327958241e+01,-6.513783315197053669e-01,3.070546133365873419e-03,1.046348500617309867e+02,-2.301201056789313171e+01,1.532767433352059960e+01,-1.168553635953212755e+01
1.000000000000000021e-02,-2.221591907007404032e+01,-2.214165892246341727e+01,2.215379149797105995e+01,-6.520354296892152401e-01,3.352028821677053173e-03,1.205725412535157375e+02,-3.065597019450936500e+01,1.760894861462211125e+01,-1.344304304921965354e+01
1.200000000000000025e-02,-1.643877840114618749e+01,-1.641733443740021414e+01,2.511122330933580216e+01,-6.050597565420905433e-01,8.539593424746039609e-04,1.396751803178005957e+02,-3.769344230611562807e+01,2.065318034761944332e+01,-1.428354569496088722e+01
1.400000000000000029e-02,3.276432229408622110e+00,3.226586435788418417e+00,2.837412905756291437e+01,-5.605561172103412648e-01,-1.756733872573884797e-03,1.575405142779208916e+02,-4.446921355398463049e+01,2.403174037918990891e+01,-1.508531252982348470e+01
1.600000000000000033e-02,2.501505286012711338e+01,2.494070145532830196e+01,3.091157291556026721e+01,-5.214651454154117793e-01,-2.405293480273998277e-03,1.706826065457824484e+02,-5.268856127007901335e+01,2.680312338925092064e+01,-1.539863359829661249e+01
1.800000000000000211e-02,3.211992263599462660e+01,3.208923012061954694e+01,3.287762220301022609e+01,-4.592435609295679733e-01,-9.335381733375324028e-04,1.834293404160500529e+02,-6.051864501258785367e+01,2.947110801113323930e+01,-1.457366921265845860e+01
2.000000000000000042e-02,1.654256590525298165e+01,1.658260614024125701e+01,3.513539422521232325e+01,-3.919115399441829850e-01,1.139598284613622947e-03,1.962181338806286703e+02,-6.634669369551839679e+01,3.247145060018361562e+01,-1.342016480081070462e+01
2.199999999999999872e-02,-1.294245544162341055e+01,-1.286953043114010420e+01,3.700597100910700021e+01,-3.407835975269526974e-01,1.970628212008268456e-03,2.037295044479339481e+02,-7.207023501653175401e+01,3.487787072352961815e+01,-1.236834767135946578e+01
2.400000000000000050e-02,-3.559134746269268135e+01,-3.555257030995752388e+01,3.797840769075443035e+01,-2.829445728308600527e-01,1.021031556954861289e-03,2.073067978384045205e+02,-7.795671456280268785e+01,3.646829215638017274e+01,-1.060297684247472993e+01
2.600000000000000228e-02,-3.397337637708092473e+01,-3.400336809544317873e+01,3.898906397679037639e+01,-2.133515739325078375e-01,-7.692341211399083677e-04,2.113458131049052895e+02,-8.163671455599988747e+01,3.810505534327646160e+01,-8.255414409470354542e+00
2.800000000000000058e-02,-7.892862137255045596e+00,-7.962960391984671205e+00,4.001331487752514704e+01,-1.575533771294683472e-01,-1.751873218806940160e-03,2.125588346391754726e+02,-8.364473356825854466e+01,3.951771475316680693e+01,-6.278183509210119695e+00
2.999999999999999889e-02,2.450176849959869685e+01,2.445616629138502063e+01,4.015350995287424496e+01,-1.078314154172071854e-01,-1.135696686720458117e-03,2.083383002943919564e+02,-8.592165184937090316e+01,3.992029130541881443e+01,-4.321423796166509845e+00
3.200000000000000067e-02,3.989982297991863902e+01,3.991974159932600941e+01,3.996219777024182918e+01,-4.539640404907750726e-02,4.984365354951259940e-04,2.035437751939067539e+02,-8.700445808317986973e+01,3.992102712349677773e+01,-1.813517034095732061e+00
3.400000000000000244e-02,2.726638118169385550e+01,2.733239152473103317e+01,4.003491047979453299e+01,1.103060591435321529e-02,1.648819548890782371e-03,1.990868160930077124e+02,-8.570101640920293562e+01,4.003247489530007641e+01,4.416003649584587243e-01
3.600000000000000422e-02,-4.012103730004733748e+00,-3.961001194389770497e+00,3.952423023254708312e+01,5.251994436579966730e-02,1.292941957738161490e-03,1.904707844041572002e+02,-8.412949264911434000e+01,3.946973203869162461e+01,2.074856204479901933e+00
3.799999999999999906e-02,-3.144327768329203110e+01,-3.145330462526015936e+01,3.837265464842931095e+01,1.015051761834519367e-01,-2.613043600969286386e-04,1.796992864611129903e+02,-8.266535478725253938e+01,3.817514182048716265e+01,3.888337916554543305e+00
4.000000000000000083e-02,-3.622289689108063726e+01,-3.628371546203725018e+01,3.748936061792033314e+01,1.534019337224137303e-01,-1.622288829528369114e-03,1.711042468640995651e+02,-7.930168903218810783e+01,3.704912225767439082e+01,5.728411601515018603e+00
4.200000000000000261e-02,-1.647776154638879476e+01,-1.653300466010923486e+01,3.647577453526242408e+01,1.865260506534850704e-01,-1.514515165868092180e-03,1.615575614566661216e+02,-7.491470691011284089e+01,3.584308013861584641e+01,6.764298494600963885e+00
4.399999999999999745e-02,1.264166767152583404e+01,1.264217511513591496e+01,3.473292797491696859e+01,2.161658820504234746e-01,1.460987137184018563e-05,1.491808147264386548e+02,-7.139161229902680361e+01,3.392458827587413595e+01,7.449737983526195428e+00
4.599999999999999922e-02,3.102680434075298521e+01,3.108149651367736510e+01,3.304551616809778380e+01,2.544819282804365312e-01,1.655055791719780558e-03,1.388120526936226895e+02,-6.733326617448808804e+01,3.198124721960513028e+01,8.319012266760468677e+00
