0.000000000000000000e+00,-2.531363197717776403e-01,-4.133492238317598710e-02,-2.531363197717776403e-01,-4.133492238317598710e-02
1.000000000000000048e-04,-2.475219482067789745e-01,-4.263376911121883467e-02,-2.468072123368456883e-01,-4.077461491529428550e-02
2.000000000000000096e-04,-2.471869953420889887e-01,-4.663777514471380281e-02,-2.405292399485645383e-01,-4.213504642009403139e-02
3.000000000000000279e-04,-2.529962371323390413e-01,-4.582504295117852122e-02,-2.342734702603732622e-01,-4.523193110808857581e-02
4.000000000000000192e-04,-2.583454893066490787e-01,-3.400896761480191183e-02,-2.279749473811790439e-01,-4.988755167891574527e-02
5.000000000000000104e-04,-2.524416521222946352e-01,-1.219710750973856082e-02,-2.215411238973998553e-01,-5.592894034128854247e-02
6.000000000000000559e-04,-2.272713454583877857e-01,9.736141324646355177e-03,-2.148597456428212871e-01,-6.318527974761684041e-02
6.999999999999999929e-04,-1.840972890041603915e-01,1.724705881715946770e-02,-2.078062571339066855e-01,-7.148500667332258196e-02
8.000000000000000383e-04,-1.351458754608121926e-01,-6.782931462518894568e-04,-2.002507982216342186e-01,-8.065303140639086543e-02
9.000000000000000838e-04,-9.866559303020439042e-02,-4.396027500756030659e-02,-1.920648384314136148e-01,-9.050841683478820510e-02
1.000000000000000021e-03,-8.946778183207011736e-02,-9.931115336517887249e-02,-1.831274542118110638e-01,-1.008627923858205072e-01
1.100000000000000066e-03,-1.101062338171056726e-01,-1.455853253801298597e-01,-1.733312048689792662e-01,-1.115197077299838052e-01
1.200000000000000112e-03,-1.480235412682980312e-01,-1.642794194672693997e-01,-1.625875135530833182e-01,-1.222750581640133782e-01
1.300000000000000157e-03,-1.809154849446932833e-01,-1.495521061177752797e-01,-1.508314175565976523e-01,-1.329186374314197117e-01
1.399999999999999986e-03,-1.878714939711949306e-01,-1.119673639824537575e-01,-1.380255234347266546e-01,-1.432367954105038255e-01
1.500000000000000031e-03,-1.603089090528435068e-01,-7.347537816785060238e-02,-1.241629915827279079e-01,-1.530161001094261231e-01
1.600000000000000077e-03,-1.065617331489921993e-01,-5.611198120568684777e-02,-1.092693845620592297e-01,-1.620478296246238015e-01
1.700000000000000122e-03,-4.745453552807991221e-02,-7.057757962989254230e-02,-9.340324419704411352e-02,-1.701330549468355047e-01
1.800000000000000168e-03,-5.299812413869228050e-03,-1.109926189116618861e-01,-7.665531256925794956e-02,-1.770880238551050812e-01
1.899999999999999996e-03,7.538719845239221645e-03,-1.585907028475821157e-01,-5.914637766987692474e-02,-1.827495243239075084e-01
2.000000000000000042e-03,-5.722309127083663981e-03,-1.920203694110286519e-01,-4.102379995507656613e-02,-1.869798964370004424e-01
2.100000000000000304e-03,-2.919842199760215931e-02,-1.983281831898352776e-01,-2.245685443819380595e-02,-1.896713765464058954e-01
2.200000000000000133e-03,-4.362400932741948567e-02,-1.786586182929539024e-01,-3.631096762014718576e-03,-1.907494959607302087e-01
2.299999999999999961e-03,-3.647642317731246420e-02,-1.460715761116890277e-01,1.525797625874541173e-02,-1.901753161262295377e-01
2.400000000000000223e-03,-7.438599167954992528e-03,-1.174563792394198725e-01,3.401165691615454234e-02,-1.879463583011479477e-01
2.500000000000000052e-03,3.315597500059955932e-02,-1.045520144756230951e-01,5.243481086381243661e-02,-1.840961717082256199e-01
2.600000000000000314e-03,7.112441166671767956e-02,-1.089625056029004946e-01,7.034238042287561943e-02,-1.786925727301627020e-01
2.700000000000000143e-03,9.608845917514859114e-02,-1.232046463902141814e-01,8.756529750964887893e-02,-1.718346714105703776e-01
2.799999999999999972e-03,1.057911822137009017e-01,-1.362266429972203430e-01,1.039555430154782689e-01,-1.636488735527295291e-01
2.900000000000000234e-03,1.054033812038549650e-01,-1.396601928790366931e-01,1.193901517700688142e-01,-1.542841016824436917e-01
3.000000000000000062e-03,1.031824756634183299e-01,-1.313454780437215974e-01,1.337740345405011022e-01,-1.439065125712562510e-01
3.100000000000000325e-03,1.055756204345579125e-01,-1.148351498686049910e-01,1.470415642846319704e-01,-1.326940015553151886e-01
3.200000000000000153e-03,1.145203055650972773e-01,-9.606373513097393735e-02,1.591569467034026630e-01,-1.208307752953124564e-01
3.299999999999999982e-03,1.278705632543528647e-01,-7.967898260799054222e-02,1.701134594818020374e-01,-1.085022474980538720e-01
3.400000000000000244e-03,1.419090554412504313e-01,-6.714526032109620346e-02,1.799316962690331589e-01,-9.589047042441838087e-02
3.500000000000000073e-03,1.539644289729347748e-01,-5.721518623752433474e-02,1.886569878390494670e-01,-8.317026351111742044e-02
3.600000000000000335e-03,1.635739510380519179e-01,-4.784285553014643033e-02,1.963561930894228147e-01,-7.050614412629278849e-02
3.700000000000000164e-03,1.718780182022940917e-01,-3.797747667303797564e-02,2.031140572275993150e-01,-5.805010905004744787e-02
3.799999999999999992e-03,1.800916565028193583e-01,-2.811792254928532561e-02,2.090293255792282090e-01,-4.594026269566012927e-02
3.900000000000000255e-03,1.882945170830064574e-01,-1.953780061339994295e-02,2.142107817553361160e-01,-3.430024236432751422e-02
4.000000000000000083e-03,1.953311446268269913e-01,-1.296867213766276020e-02,2.187733517552021556e-01,-2.323935386974705294e-02
4.100000000000000346e-03,1.997532437664627236e-01,-7.754758889348817297e-03,2.228343843996424822e-01,-1.285330353955472030e-02
4.200000000000000608e-03,2.010599113586596931e-01,-2.048777304601315415e-03,2.265101865205799148e-01,-3.225394848333536148e-03
4.300000000000000003e-03,2.003748754128814868e-01,6.113602705955478202e-03,2.299128613674667754e-01,5.571950984862647158e-03
4.400000000000000265e-03,2.001221954986926732e-01,1.756295148361475614e-02,2.331474729209727370e-01,1.347549238799905687e-02
4.500000000000000527e-03,2.028966911343064727e-01,3.133208690217303971e-02,2.363095387507340439e-01,2.042941982042736568e-02
4.599999999999999922e-03,2.101801378631675821e-01,4.495678944679633304e-02,2.394828405629730594e-01,2.638369035765259288e-02
4.700000000000000185e-03,2.216005107256057149e-01,5.556256475467324929e-02,2.427375348689155554e-01,3.129255825803922003e-02
4.800000000000000447e-03,2.350987248160802678e-01,6.115446774254588297e-02,2.461285459182023516e-01,3.511339918043202002e-02
4.899999999999999842e-03,2.478802830667291845e-01,6.146656691208850221e-02,2.496942283582546107e-01,3.780590755394538233e-02
5.000000000000000104e-03,2.576563425475746349e-01,5.799539707872003458e-02,2.534552967866732787e-01,3.933172672032349965e-02
5.100000000000000366e-03,2.635879302085236131e-01,5.326044284009721907e-02,2.574140319419641054e-01,3.965455000081414411e-02
5.200000000000000629e-03,2.665417224013864606e-01,4.968254544833072828e-02,2.615537869934690951e-01,3.874070780332475317e-02
5.300000000000000024e-03,2.686134882636668775e-01,4.859680736009542451e-02,2.658388303828413957e-01,3.656023132896076000e-02
5.400000000000000286e-03,2.721954247637203839e-01,4.979697755039537432e-02,2.702145720501220594e-01,3.308835757179862808e-02
5.500000000000000548e-03,2.790193282211565484e-01,5.173468817389857005e-02,2.746082258541545640e-01,2.830741363124606585e-02
5.599999999999999943e-03,2.895584778771760903e-01,5.221203727866150640e-02,2.789299610066701129e-01,2.220899174816463872e-02
5.700000000000000205e-03,3.029720583425729585e-01,4.923165337160365085e-02,2.830745882007514869e-01,1.479630122329649196e-02
5.800000000000000468e-03,3.175346782250539346e-01,4.165750971746797621e-02,2.869238111839814143e-01,6.086561154067888536e-03
5.899999999999999863e-03,3.313150514726716511e-01,2.946810682927776884e-02,2.903490518404258647e-01,-3.886719307958507071e-03
6.000000000000000125e-03,3.428119397418616376e-01,1.357528533642074660e-02,2.932148272250517107e-01,-1.507173665362455256e-02
6.100000000000000387e-03,3.513216226412848031e-01,-4.649674223083943153e-03,2.953826220902862620e-01,-2.739682931812795208e-02
6.200000000000000649e-03,3.569514081993463428e-01,-2.391660060880347605e-02,2.967151626987947211e-01,-4.076950987080181499e-02
6.300000000000000044e-03,3.603406832455182673e-01,-4.341371435475260138e-02,2.970809602233556723e-01,-5.507622758886965286e-02
6.400000000000000307e-03,3.622479402717795338e-01,-6.294347030720592873e-02,2.963589583014762385e-01,-7.018296375090563033e-02
6.500000000000000569e-03,3.631821775922516871e-01,-8.279750321491263776e-02,2.944430929323228474e-01,-8.593671957074321133e-02
6.599999999999999964e-03,3.632071031145637785e-01,-1.034676244269746442e-01,2.912465571693451105e-01,-1.021679062659099496e-01
6.700000000000000226e-03,3.619583039896610566e-01,-1.253322990869069065e-01,2.867055605653611727e-01,-1.186935915895539068e-01
