0.000000000000000000e+00,-6.573658022587022254e-01,2.478210690116519288e+00,-3.286829011293511127e-01,1.239105345058259644e+00,-9.860487033880536156e-01,-9.860487033880536156e-01
1.000000000000000048e-04,-6.576787701886742665e-01,2.478214618172443373e+00,-3.286829216438594825e-01,1.239103378478548345e+00,-1.125767249200223086e+00,-1.125767208500235927e+00
2.000000000000000096e-04,-6.586126769573832362e-01,2.478241892113424161e+00,-3.286832019137220229e-01,1.239089678378880510e+00,-1.264505585100265783e+00,-1.264505536393185192e+00
3.000000000000000279e-04,-6.601593805078623811e-01,2.478315502106976709e+00,-3.286843848409156110e-01,1.239052589208970545e+00,-1.402055073617691994e+00,-1.402055039180163831e+00
4.000000000000000192e-04,-6.623100045717188467e-01,2.478457776948141511e+00,-3.286875224636612858e-01,1.238980692150335461e+00,-1.538205818174970263e+00,-1.538205792307698383e+00
5.000000000000000104e-04,-6.650549098217896082e-01,2.478690510776452083e+00,-3.286940580458765360e-01,1.238862734678523481e+00,-1.672746955736981844e+00,-1.672746932830317057e+00
6.000000000000000559e-04,-6.683837335080978770e-01,2.479034899670522485e+00,-3.287058079200352312e-01,1.238687656941452220e+00,-1.805467019466207690e+00,-1.805467006649059236e+00
6.999999999999999929e-04,-6.722854197913741281e-01,2.479511521485049830e+00,-3.287249495336380112e-01,1.238444619602711239e+00,-1.936154310989184779e+00,-1.936154330865313522e+00
8.000000000000000383e-04,-6.767482780745467386e-01,2.480140338164581681e+00,-3.287539889635927026e-01,1.238123004072317457e+00,-2.064597288355050964e+00,-2.064597333242661925e+00
9.000000000000000838e-04,-6.817599828714309140e-01,2.480940656209522199e+00,-3.287957344544469862e-01,1.237712416423761175e+00,-2.190584899303541278e+00,-2.190584917650261421e+00
1.000000000000000021e-03,-6.873076164268170363e-01,2.481931115297715706e+00,-3.288532891325615659e-01,1.237202710291372298e+00,-2.313906991787459955e+00,-2.313906988194090797e+00
1.100000000000000066e-03,-6.933777046671449895e-01,2.483129671847983833e+00,-3.289300278095924623e-01,1.236583990272873690e+00,-2.434354701331971071e+00,-2.434354688026354019e+00
1.200000000000000112e-03,-6.999562167930569734e-01,2.484553597723318408e+00,-3.290295837142903634e-01,1.235846617628894917e+00,-2.551720825145512794e+00,-2.551720806873999603e+00
1.300000000000000157e-03,-7.070286233371184670e-01,2.486219458349736122e+00,-3.291558117541771300e-01,1.234981224123184784e+00,-2.665800229665831633e+00,-2.665800221980785700e+00
1.399999999999999986e-03,-7.145799492678079901e-01,2.488143089636865923e+00,-3.293127936453010829e-01,1.233978710670703194e+00,-2.776390283589454278e+00,-2.776390286175817845e+00
1.500000000000000031e-03,-7.225947933618087626e-01,2.490339586719243048e+00,-3.295047997078213164e-01,1.232830257060458123e+00,-2.883291231392923759e+00,-2.883291232216869560e+00
1.600000000000000077e-03,-7.310573171562784189e-01,2.492823336179646798e+00,-3.297362580116513509e-01,1.231527335203073337e+00,-2.986306580040398284e+00,-2.986306576910478405e+00
1.700000000000000122e-03,-7.399513198140206249e-01,2.495607968202323335e+00,-3.300117481451585455e-01,1.230061707284939354e+00,-3.085243534507355445e+00,-3.085243528376770961e+00
1.800000000000000168e-03,-7.492602601934031936e-01,2.498706364859536233e+00,-3.303359998299505995e-01,1.228425417708959966e+00,-3.179913411651185129e+00,-3.179913395401866349e+00
1.899999999999999996e-03,-7.589672858392436661e-01,2.502130655262673198e+00,-3.307138452161123010e-01,1.226610814923300596e+00,-3.270132033870028820e+00,-3.270132009216034419e+00
2.000000000000000042e-03,-7.690552670523256307e-01,2.505892204540669965e+00,-3.311502120628371792e-01,1.224610543241604121e+00,-3.355720137645472612e+00,-3.355720108898608167e+00
2.100000000000000304e-03,-7.795068258924318094e-01,2.510001625430453132e+00,-3.316501009891606455e-01,1.222417551297037441e+00,-3.436503787656851383e+00,-3.436503732597666616e+00
2.200000000000000133e-03,-7.903043688613374806e-01,2.514468762263623258e+00,-3.322185681618232689e-01,1.220025088656924162e+00,-3.512314768987455427e+00,-3.512314679150528196e+00
2.299999999999999961e-03,-8.014301166600186210e-01,2.519302701113192100e+00,-3.328607058140213293e-01,1.217426709271831609e+00,-3.582990993459620022e+00,-3.582990896715146256e+00
2.400000000000000223e-03,-8.128661352748756119e-01,2.524511768601898964e+00,-3.335816236923708766e-01,1.214616271964737315e+00,-3.648376893358991957e+00,-3.648376788549185346e+00
2.500000000000000052e-03,-8.245943662144419317e-01,2.530103529488237246e+00,-3.343864314044187602e-01,1.211587937972204765e+00,-3.708323805413766827e+00,-3.708323692225202528e+00
2.600000000000000314e-03,-8.365966531695511188e-01,2.536084801857994009e+00,-3.352802192652843960e-01,1.208336174016504838e+00,-3.762690363209540312e+00,-3.762690239759192590e+00
2.700000000000000143e-03,-8.488547763121546685e-01,2.542461645366400180e+00,-3.362680435626418385e-01,1.204855745955612401e+00,-3.811342859934745864e+00,-3.811342710825606162e+00
2.799999999999999972e-03,-8.613504802447826680e-01,2.549239370487154321e+00,-3.373549053883793114e-01,1.201141723576968356e+00,-3.854155619836969304e+00,-3.854155461555689222e+00
2.900000000000000234e-03,-8.740654965780150221e-01,2.556422556595144169e+00,-3.385457339004998012e-01,1.197189477901902999e+00,-3.891011362833358245e+00,-3.891011195750350371e+00
3.000000000000000062e-03,-8.869815756727004175e-01,2.564015054832190277e+00,-3.398453739036214061e-01,1.192994674086480744e+00,-3.921801548567185769e+00,-3.921801366250917908e+00
3.100000000000000325e-03,-9.000805144484043119e-01,2.572019999115723987e+00,-3.412585681674784599e-01,1.188553269278408431e+00,-3.946426714480748554e+00,-3.946426528403540246e+00
3.200000000000000153e-03,-9.133441814344165355e-01,2.580439806816849035e+00,-3.427899404442589226e-01,1.183861509326488148e+00,-3.964796790094835099e+00,-3.964796579075916760e+00
3.299999999999999982e-03,-9.267545422908846087e-01,2.589276182375647828e+00,-3.444439808404468617e-01,1.178915927154737586e+00,-3.976831402626161083e+00,-3.976831177033346432e+00
3.400000000000000244e-03,-9.402936862163316922e-01,2.598530148216236402e+00,-3.462250301869869706e-01,1.173713346157910120e+00,-3.982460198539758967e+00,-3.982459963806208592e+00
3.500000000000000073e-03,-9.539438500787579267e-01,2.608202049411340706e+00,-3.481372669039584089e-01,1.168250864179072979e+00,-3.981623106960752168e+00,-3.981622842721598943e+00
3.600000000000000335e-03,-9.676874408677853534e-01,2.618291557826228022e+00,-3.501846926736786325e-01,1.162525852416545158e+00,-3.974270598340849059e+00,-3.974270323664590432e+00
3.700000000000000164e-03,-9.815070605785521929e-01,2.628797694985451017e+00,-3.523711191170314505e-01,1.156535955823476236e+00,-3.960363946190393225e+00,-3.960363645152022993e+00
3.799999999999999992e-03,-9.953855286750916687e-01,2.639718845389023905e+00,-3.547001546120327475e-01,1.150279084129246954e+00,-3.939875451407323759e+00,-3.939875113019795538e+00
3.900000000000000255e-03,-1.009305901721805343e+00,2.651052767646343344e+00,-3.571751916720794506e-01,1.143753406193618538e+00,-3.912788647753759896e+00,-3.912788301707381677e+00
4.000000000000000083e-03,-1.023251494901943115e+00,2.662796611143724235e+00,-3.597993956065538290e-01,1.136957346834290838e+00,-3.879098495463682461e+00,-3.879098127454628120e+00
4.100000000000000346e-03,-1.037205903402624196e+00,2.674946934420475042e+00,-3.625756933288719619e-01,1.129889582033398066e+00,-3.838811553432375234e+00,-3.838811177047897871e+00
4.200000000000000608e-03,-1.051153020554121520e+00,2.687499720512094292e+00,-3.655067614439671542e-01,1.122549031114708828e+00,-3.791946122872389413e+00,-3.791945751562366684e+00
4.300000000000000003e-03,-1.065077054507479914e+00,2.700450392438539904e+00,-3.685950163232368793e-01,1.114934851986522979e+00,-3.738532371604325721e+00,-3.738532003754822419e+00
4.400000000000000265e-03,-1.078962548174481118e+00,2.713793834149242912e+00,-3.718426054590233121e-01,1.107046437033704533e+00,-3.678612440584359433e+00,-3.678612075746961807e+00
4.500000000000000527e-03,-1.092794395294080623e+00,2.727524408305503023e+00,-3.752513969620666079e-01,1.098883405307660599e+00,-3.612240518946274737e+00,-3.612240146576357169e+00
4.599999999999999922e-03,-1.106557855056315320e+00,2.741635971407973660e+00,-3.788229710111368220e-01,1.090445596688510266e+00,-3.539482893512402750e+00,-3.539482520513279162e+00
4.700000000000000185e-03,-1.120238567942474672e+00,2.756121895731250770e+00,-3.825586122777491216e-01,1.081733067794016678e+00,-3.460417980749306288e+00,-3.460417601081142713e+00
4.800000000000000447e-03,-1.133822570055132317e+00,2.770975089642942368e+00,-3.864593021793255034e-01,1.072746085411446559e+00,-3.375136328182124057e+00,-3.375135950361955128e+00
4.899999999999999842e-03,-1.147296305671362981e+00,2.786188015312044630e+00,-3.905257115476437613e-01,1.063485119384450117e+00,-3.283740586058492728e+00,-3.283740198307885549e+00
5.000000000000000104e-03,-1.160646639232973287e+00,2.801752707780305940e+00,-3.947581944904416940e-01,1.053950837669560547e+00,-3.186345455048948061e+00,-3.186345067245180296e+00
5.100000000000000366e-03,-1.173860867654259010e+00,2.817660798412981116e+00,-3.991567829884784535e-01,1.044144101887395593e+00,-3.083077610242982658e+00,-3.083077215761466316e+00
5.200000000000000629e-03,-1.186926730539710872e+00,2.833903534241399402e+00,-4.037211808943558244e-01,1.034065959059873530e+00,-2.974075589885963655e+00,-2.974075191202527169e+00
5.300000000000000024e-03,-1.199832419397217853e+00,2.850471795533400243e+00,-4.084507593827774730e-01,1.023717636226855854e+00,-2.859489656801034396e+00,-2.859489252440702955e+00
5.400000000000000286e-03,-1.212566586915845290e+00,2.867356120208301107e+00,-4.133445532629197450e-01,1.013100536622729919e+00,-2.739481638389134943e+00,-2.739481231942121120e+00
5.500000000000000548e-03,-1.225118354819749289e+00,2.884546724633859860e+00,-4.184012574900401460e-01,1.002216234233784808e+00,-2.614224732914302241e+00,-2.614224323367973835e+00
5.599999999999999943e-03,-1.237477320828650695e+00,2.902033521888188972e+00,-4.236192237432466201e-01,9.910664661238071105e-01,-2.483903282991839490e+00,-2.483902862962430902e+00
